Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14
31/12/1992,1527.36,2810.23,287.88,8.295,481.79,44.632813,51.265,145.68,NaN,1720.4,197.72,43.1209202,1.42087084,127.5126096
01/01/1993,1527.36,2810.23,287.88,8.295,481.79,44.632813,51.265,145.68,NaN,1720.4,197.58,43.1209202,1.42087084,127.5126096
04/01/1993,1534.92,2807.54,286.71,8.212,476.69,45.273438,51.425,146.577,NaN,1713.9,196.59,42.45549328,1.39904486,126.5766435
05/01/1993,1548.25,2836.16,292.12,8.307,481.86,45.289063,51.485,147.521,NaN,1730,196.86,42.14789027,1.40318031,131.0522629
06/01/1993,1538.16,2822.75,293.8,8.347,489.89,45.179688,51.575,148.655,NaN,1724,198.28,41.84656487,1.40076797,130.4226131
07/01/1993,1510.79,2795.92,295.44,8.257,486.92,44.664063,51.525,149.788,NaN,1717.6,197.82,41.84656487,1.40318031,129.5376997
08/01/1993,1502.14,2786.08,295.13,8.289,488.96,45.085938,51.785,149.599,NaN,1725,196.91,42.07255892,1.4001936,129.5887524
11/01/1993,1483.05,2758.35,294.9,8.244,496,45.367188,51.655,152.102,NaN,1686.3,197.86,42.04117085,1.41351893,131.4777021
12/01/1993,1510.79,2784.29,294.46,8.311,492.12,45.289063,51.625,150.827,NaN,1659.6,197.17,42.02233802,1.40789013,130.4906833
13/01/1993,1502.29,2749.41,292.2,8.311,502.75,45.445313,51.445,151.252,NaN,1654.1,198.19,41.89678577,1.40754551,130.9501576
14/01/1993,1529.16,2775.34,294.19,8.262,510.09,45.742188,51.675,150.402,NaN,1678,200.2,41.93445144,1.41524203,129.9461213
15/01/1993,1525.2,2820.06,294.14,8.246,507.28,46.148438,51.845,152.432,NaN,1702.9,201.47,42.17300072,1.41076197,129.5206822
18/01/1993,1513.31,2874.62,293.98,8.28,506.63,46.164063,51.795,152.338,NaN,1703.8,201.44,42.27972013,1.4197221,131.205421
19/01/1993,1496.38,2860.31,294.51,8.302,502.98,46.101563,51.735,151.913,NaN,1709.3,201.69,41.98467234,1.42741863,130.8991049
20/01/1993,1492.78,2864.78,294.87,8.403,502.59,45.929688,51.595,152.493,NaN,1693.7,202.18,41.82773203,1.43235819,130.6778765
21/01/1993,1512.23,2867.47,294.87,8.37,507.42,46.085938,51.665,150.801,NaN,1690.9,202.68,41.79006635,1.4236278,128.942085
22/01/1993,1521.59,2888.04,297.39,8.336,505.38,46.382813,51.675,151.042,NaN,1691.8,203.57,42.07255891,1.43488541,129.5376997
25/01/1993,1511.51,2840.64,298.68,8.3,509.71,46.695313,51.465,149.882,NaN,1641.8,205.22,42.04744846,1.46165094,131.6819128
26/01/1993,1514.75,2854.95,298.55,8.322,507.46,46.539063,51.505,150.462,NaN,1651.3,206.29,42.36132909,1.45774524,130.3545428
27/01/1993,1496.45,2820.96,293.67,8.278,498.41,46.804688,51.575,149.592,NaN,1635.4,204.12,42.21066639,1.45004872,128.0912068
28/01/1993,1503.94,2842.42,289.58,8.336,495.81,47.164063,51.695,148.237,NaN,1629.5,203.41,42.6689321,1.44453479,128.4996283
29/01/1993,1515.11,2844.21,289.03,8.228,495.67,47.367188,51.705,148.673,NaN,1630.4,204.24,42.55593507,1.42489141,125.9299761
01/02/1993,1536.72,2875.52,287.77,8.262,502.25,47.429688,51.785,149.543,NaN,1651.3,205.02,42.27972013,1.40329519,123.6326049
02/02/1993,1536,2865.68,287.26,8.255,504.88,47.148438,51.895,151.139,NaN,1641.3,205.74,42.54337985,1.3941053,122.4073403
03/02/1993,1536.72,2899.67,288.74,8.233,503.66,47.085938,52.135,151.671,NaN,1683.2,207.76,42.43666044,1.39261195,121.4883918
04/02/1993,1539.6,2920.24,292.2,8.255,500.6,47.382813,51.975,150.704,NaN,1710.5,208.12,42.5182694,1.38250307,122.3222525
05/02/1993,1547.53,2971.22,292.95,8.228,493.59,47.960938,52.265,151.478,NaN,1760.6,206.51,42.27344251,1.38836163,122.5604984
08/02/1993,1546.09,2967.64,292.9,8.244,489.21,47.632813,52.215,153.267,NaN,1750.5,206.38,41.94700666,1.38468567,121.8968133
09/02/1993,1542.49,2950.65,293.28,8.318,485.49,47.382813,52.255,152.929,NaN,1748.7,204.83,41.87167531,1.38721289,121.4713742
10/02/1993,1534.56,2960.49,294.52,8.457,491.31,47.007813,52.285,153.896,NaN,1748.7,204.9,42.1165022,1.38640877,121.0289176
11/02/1993,1536.72,2994.47,296.3,8.446,490.01,47.257813,52.375,153.751,NaN,1755.1,205.85,42.46177089,1.3802056,120.4162852
12/02/1993,1544.14,2987.32,294.76,8.3,483.14,47.351563,52.335,153.703,NaN,1756.9,204.89,42.5182694,1.37974611,120.1269866
15/02/1993,1548.97,3020.41,295.2,8.3,483.14,47.351563,52.325,153.703,NaN,1747.8,204.47,42.5182694,1.37940149,120.1269866
16/02/1993,1537.44,2996.26,292.06,8.345,464.01,47.601563,52.515,152.59,NaN,1732.3,198.26,42.96397989,1.39651765,122.6626037
17/02/1993,1523.03,2981.95,291.6,8.213,462.7,47.976563,52.545,153.074,NaN,1756.9,195.91,43.13975304,1.40111259,122.8327794
18/02/1993,1543.93,3019.52,289.59,8.169,465.87,48.664063,52.655,153.412,NaN,1778.8,197.02,43.08953214,1.39341606,122.8157618
19/02/1993,1533.12,3020.41,293.79,8.017,465.38,48.648438,52.945,153.122,NaN,1788.8,198,43.26530529,1.3941053,123.4624292
22/02/1993,1514.39,3016.83,294.36,7.927,455.26,48.773438,53.165,154.718,NaN,1785.6,195.5,43.31552619,1.39272682,123.9048859
23/02/1993,1487.66,2986.42,293.29,8.052,456.45,49.507813,53.025,154.718,NaN,1776.6,195.04,43.7737919,1.40157208,123.7006751
24/02/1993,1494.22,2972.11,292.81,8.003,468.34,49.132813,52.845,155.008,NaN,1786.5,196.83,43.53524263,1.40076797,121.403304
25/02/1993,1491.33,2988.21,292.56,7.961,470.4,48.960938,53.035,154.138,NaN,1773,197.75,43.64823965,1.39123346,121.5734796
26/02/1993,1523.75,3020.41,293.64,8.039,469.7,49.117188,53.345,155.202,NaN,1810.8,199.28,43.60429636,1.3823882,121.284181
01/03/1993,1535.28,3040.98,290.06,7.999,466.96,49.507813,53.665,154.863,NaN,1822.5,199.31,44.21322477,1.3823882,122.1520768
02/03/1993,1538.16,3054.4,290.86,8.01,476.48,49.492188,53.555,155.685,NaN,1820.7,200.81,44.41410837,1.38836163,123.002955
03/03/1993,1541.77,3033.83,292.37,7.99,481.49,49.882813,53.675,155.685,NaN,1819.8,202.24,44.35133225,1.38571953,123.275236
04/03/1993,1539.17,3022.2,292.66,7.99,475.57,50.054688,53.645,156.024,NaN,1813.5,202.14,44.77193228,1.39226733,123.6836576
05/03/1993,1538.16,3025.78,292.56,8.023,475.61,49.492188,53.845,156.604,NaN,1816.2,202.71,44.50827256,1.37227933,123.122078
08/03/1993,1541.69,3046.35,293.13,7.945,480.8,49.382813,53.915,158.346,NaN,1825.2,204.27,44.18811432,1.37308344,122.5945335
09/03/1993,1554.16,3063.34,294.06,7.99,480.74,49.054688,53.745,158.055,NaN,1830.6,204.99,44.01774747,1.36527204,122.4917145
10/03/1993,1558.48,3067.82,295.12,7.999,483.23,48.882813,54.035,159.216,NaN,1824.3,206.04,44.24490328,1.36814388,121.8748004
11/03/1993,1560.14,3060.66,295.09,8.122,483.87,49.023438,53.905,158.829,NaN,1812.6,206.47,44.3521713,1.36791413,121.9947559
12/03/1993,1531.68,3007,295.84,8.122,485.09,48.351563,53.685,159.216,NaN,1791.9,205.7,44.70552477,1.36515717,121.9776194
15/03/1993,1531.68,3053.69,296.67,8.2,487.32,48.179688,53.905,159.845,NaN,1813.5,206.62,44.12501549,1.3667654,122.1832574
16/03/1993,1531.68,3033.43,299.25,8.184,486.38,48.773438,53.805,159.942,NaN,1798.2,206.28,44.40265036,1.36929262,123.3828125
17/03/1993,1531.68,3016.69,298.9,8.135,475.74,49.054688,53.655,159.681,NaN,1795.5,205.07,44.5414678,1.36492742,123.5713141
18/03/1993,1531.68,3021.97,299.57,8.236,475.53,49.539063,53.695,160.672,NaN,1785.6,205.17,44.94530034,1.37021161,126.5873384
19/03/1993,1531.68,3000.83,300.18,8.247,470.25,49.320313,53.615,160.359,NaN,1791.9,204.19,44.98315964,1.39387556,127.1014334
22/03/1993,1531.68,2936.51,299.92,8.24,467.39,49.382813,53.385,161.297,NaN,1767.6,202.46,44.82541256,1.38916574,126.6901574
23/03/1993,1531.68,2938.27,298.34,8.177,465.68,49.648438,53.065,159.472,NaN,1778.4,202.03,44.16287479,1.39042935,126.3131543
24/03/1993,1522.05,2955.01,299.81,8.247,466.17,49.429688,52.925,158.951,NaN,1775.7,201.66,44.40896024,1.39330119,125.6619673
25/03/1993,1509.57,2939.16,299.05,8.307,474.02,49.351563,53.135,160.15,NaN,1804.5,202.96,44.51622826,1.38250307,125.4906023
26/03/1993,1524.55,2979.68,298.29,8.334,471.71,48.820313,53.275,160.254,NaN,1825,203.43,44.5414678,1.39111859,126.6730209
29/03/1993,1540.95,2982.33,301.34,8.381,470.05,49.023438,53.355,160.567,NaN,1833.5,203.58,44.36479106,1.38836163,127.0157509
30/03/1993,1545.23,3014.93,301.35,8.709,478.5,49.304688,53.325,158.116,NaN,1833,204.09,44.7307643,1.39720689,127.1357064
31/03/1993,1543.8,2987.61,302.84,8.691,480.77,49.210938,53.205,159.055,NaN,1827.2,205.44,44.30169223,1.40639677,128.9007661
01/04/1993,1546.3,2962.94,301.73,8.731,473.97,49.226563,52.925,158.325,NaN,1802.3,205.03,43.77166201,1.41179583,130.4773243
02/04/1993,1544.87,2954.13,302.35,8.861,456.37,48.882813,53.225,157.96,NaN,1782.7,201.55,43.77797189,1.41386355,129.4148612
05/04/1993,1540.95,2940.92,301.7,8.749,461.09,49.148438,53.225,158.846,NaN,1771.1,200.85,44.18180444,1.41903286,129.7747277
06/04/1993,1548.08,2955.9,302.8,8.608,455.54,49.320313,53.515,158.012,NaN,1795.2,199.61,44.52884803,1.4058224,129.0721311
07/04/1993,1540.24,2927.7,304.69,8.635,461.73,49.398438,53.645,158.481,NaN,1777.4,199.9,44.40265036,1.40226132,129.0892676
08/04/1993,1547.72,2943.56,304.51,8.568,456.88,49.914063,53.665,158.273,NaN,1780,199.86,44.62349628,1.41248507,130.0831847
09/04/1993,1547.72,2943.56,304.68,8.568,456.88,49.914063,53.665,158.273,NaN,1780,199.21,44.62349628,1.41248507,130.0831847
12/04/1993,1547.72,2943.56,305.52,8.658,466.84,50.117188,53.665,159.42,NaN,1780,200.76,44.83803232,1.41248507,132.0196094
13/04/1993,1542.38,2969.11,306.17,8.658,462.65,50.085938,53.895,159.577,NaN,1811.2,202.08,45.2292451,1.4397101,132.859298
14/04/1993,1532.61,2962.06,308.88,8.809,463.48,50.226563,53.645,159.629,NaN,1806.3,202.07,45.43116137,1.43074996,132.276657
15/04/1993,1531.68,2962.06,308.87,8.66,460,50.289063,53.555,158.168,NaN,1784.5,201.45,45.35544277,1.42489141,131.2998764
16/04/1993,1534.1,2975.28,309.38,8.76,455.66,50.226563,53.535,156.448,NaN,1776.5,201.33,45.1535265,1.41053222,130.0489117
19/04/1993,1529.18,2993.78,308.8,8.731,451.39,50.304688,53.565,157.438,NaN,1765.8,200.39,45.24186486,1.42500628,131.5569239
20/04/1993,1535.96,2973.52,311.76,8.769,453.54,50.335938,53.455,156.917,NaN,1748.8,199.68,44.98315964,1.42626989,132.242384
21/04/1993,1538.45,2946.2,313.83,8.723,455.06,50.476563,53.175,158.742,NaN,1731,200.37,44.98315964,1.42156008,131.4541049
22/04/1993,1539.74,2964.71,314.42,8.747,452.76,50.617188,53.665,158.638,NaN,1748.8,200.57,44.62980616,1.41857337,132.550841
23/04/1993,1525.97,2921.53,311.86,8.831,446.31,50.460938,53.175,158.168,NaN,1715.9,199.71,44.93268057,1.44327118,134.4872657
26/04/1993,1512.93,2901.27,311.22,9.078,437.78,50.335938,52.925,159.003,NaN,1703,196.8,45.3806823,1.45648164,135.3955003
27/04/1993,1503.51,2884.53,310.05,9.129,447.57,49.960938,53.245,159.889,NaN,1715.9,196.8,45.02101894,1.4475215,134.7100402
28/04/1993,1513.5,2890.7,305.67,9.333,454.34,49.945313,53.115,160.046,NaN,1735.8,197.56,44.97684976,1.44200757,134.4358562
29/04/1993,1498.88,2875.72,306.18,9.714,453.43,50.289063,52.685,160.515,NaN,1710.1,198.35,44.74969395,1.45039334,134.3673102
30/04/1993,1503.51,2884.53,308.16,9.796,454.72,50.164063,52.975,160.15,NaN,1726.1,199.61,44.35848117,1.43993985,134.2987642
03/05/1993,1518.84,2891.58,305.32,9.574,461.44,50.554688,53.065,161.089,NaN,1728.7,200.51,44.45312942,1.43993985,133.5618946
04/05/1993,1521.2,2863.39,303.54,9.519,472.56,50.648438,53.155,160.567,NaN,1719,202.74,43.96726839,1.45521803,133.7161231
05/05/1993,1532.39,2876.6,302.94,9.57,475.32,50.523438,53.355,159.003,NaN,1716.8,204.13,44.29538234,1.44935948,133.7675326
06/05/1993,1539.88,2854.58,303.96,9.703,470.46,50.726563,53.135,159.942,NaN,1709.2,204.33,44.36479106,1.4497041,135.1727257
07/05/1993,1533.11,2836.95,304.43,9.503,472.49,50.695313,53.195,159.472,NaN,1668.4,204.35,44.70552477,1.45188669,134.2302182
10/05/1993,1546.65,2849.29,303.02,9.492,474.65,50.789063,53.205,160.515,NaN,1666.2,204.48,44.20704397,1.43017559,130.8543273
11/05/1993,1557.35,2849.29,302.7,9.477,472.19,50.789063,53.205,160.88,NaN,1642.7,205.09,44.25752304,1.42489141,131.7625619
12/05/1993,1556.64,2879.24,302.92,9.741,469.45,50.679688,53.445,159.837,NaN,1666.7,205.14,44.2322835,1.42454679,131.0256923
13/05/1993,1550.58,2896.87,304.95,9.936,465.11,50.367188,53.395,160.359,NaN,1666.7,203.96,44.35848117,1.41466767,130.0317752
14/05/1993,1550.93,2884.53,305.86,9.898,467.9,50.179688,53.185,159.524,NaN,1638.3,203.87,44.28907245,1.42167495,131.6083334
17/05/1993,1566.62,2881.01,308.9,9.807,471.74,49.789063,53.145,160.098,NaN,1625.5,203.86,44.20073409,1.41926261,131.1627843
18/05/1993,1581.59,2858.98,309.71,10.257,476.2,49.664063,52.905,158.273,NaN,1636.5,204.32,43.48140736,1.41007272,131.1456479
19/05/1993,1582.31,2844,310.64,10.069,487.8,49.882813,52.615,158.436,NaN,1625.9,205.54,43.51926667,1.41110659,131.8653809
20/05/1993,1582.31,2844,313.35,10.047,495.53,49.929688,52.615,158.327,NaN,1625.9,206.36,43.80321142,1.41788413,133.3048471
21/05/1993,1582.31,2851.05,311.67,10.386,490.47,49.648438,52.355,158.599,NaN,1625.9,206.06,43.79059166,1.40685627,132.1395649
24/05/1993,1587.66,2838.72,311.4,10.091,491.03,49.523438,52.205,158.924,NaN,1654.5,206,43.75904224,1.40145721,131.4712414
25/05/1993,1594.57,2864.27,312.32,10.297,489.87,49.492188,52.525,159.739,NaN,1673.3,206.6,44.09977595,1.40754551,132.0538824
26/05/1993,1595.86,2867.79,313.04,10.12,500.74,49.648438,52.365,159.63,NaN,1674.2,208.04,44.09977595,1.40283569,132.482295
27/05/1993,1611.19,2888.06,312.5,10.424,498.58,49.554688,52.615,159.413,NaN,1688.5,208.53,43.63284457,1.41420817,133.4590756
28/05/1993,1612.26,2869.55,314.13,10.251,492.4,49.445313,52.265,159.359,NaN,1666.2,208.15,43.23532191,1.43500028,133.6475771
31/05/1993,1612.26,2869.55,315.72,10.251,492.4,49.445313,52.265,159.359,NaN,1666.2,207.53,43.23532191,1.43500028,133.6475771
01/06/1993,1607.19,2871.32,316.62,9.769,498.31,49.929688,51.955,159.739,NaN,1659,208.96,42.81255971,1.43178382,132.585114
02/06/1993,1610.4,2878.36,319.36,9.687,498.51,49.992188,52.265,159.033,NaN,1664.4,209.63,42.78732018,1.43040534,131.9510634
03/06/1993,1616.18,2882.77,318.78,9.887,497.68,50.242188,52.265,160.119,NaN,1660.8,210,42.79993994,1.42615502,132.1224285
04/06/1993,1627.59,2889.82,318.25,9.858,493.08,49.585938,52.035,163.322,NaN,1652.7,209.21,42.57909402,1.40984298,129.0035851
07/06/1993,1647.13,2941.8,317.15,9.792,487.37,49.742188,52.125,163.92,NaN,1684.5,207.65,42.37717775,1.41179583,130.2031403
08/06/1993,1633.51,2938.27,319.08,9.754,482.54,49.601563,52.445,162.997,NaN,1685,205.68,42.28840317,1.41179583,130.1169016
09/06/1993,1645.41,2967.35,319.48,9.636,481.88,49.742188,52.475,163.648,NaN,1707.3,206.06,42.68154772,1.39835562,129.8581856
10/06/1993,1644.63,2967.35,319.36,9.559,480.95,49.726563,52.475,163.865,NaN,1703.7,205.4,42.6942298,1.40053822,130.8240587
11/06/1993,1644.06,2972.64,321.78,9.299,485.66,50.335938,52.565,164.951,NaN,1714.5,205.81,42.92250728,1.40949836,130.4101131
14/06/1993,1644.06,2970.9,323.18,9.355,491.1,50.398438,52.715,164.191,NaN,1710,206.07,42.54838585,1.40892399,130.7723155
15/06/1993,1644.06,2972.64,323.71,9.51,490.88,50.507813,52.685,162.182,NaN,1693.9,206.65,42.70691188,1.40007873,129.9271765
16/06/1993,1644.06,2976.1,324.98,9.61,488.26,50.554688,52.565,161.911,NaN,1716.3,206.32,42.73861709,1.38158409,128.7715784
17/06/1993,1644.06,2951.86,323.56,9.625,486.91,50.648438,52.575,161.911,NaN,1694.8,206.17,42.57375002,1.38319232,129.7891946
18/06/1993,1644.06,2955.32,325.97,9.51,478.82,50.429688,52.825,162.345,NaN,1702.4,205.39,42.87811999,1.3645828,128.1851554
21/06/1993,1644.06,2984.75,325.24,9.503,478.69,50.585938,52.855,161.693,NaN,1725.7,204.81,43.32199287,1.358954,127.5297416
22/06/1993,1645.81,2979.56,324.56,9.446,476.46,50.601563,52.745,159.467,NaN,1727,204.62,43.09371539,1.35435906,126.6328594
23/06/1993,1640.22,2969.17,323.25,9.746,474.77,50.554688,52.625,160.445,NaN,1731.9,204.24,42.54838586,1.35573754,126.2534093
24/06/1993,1644.41,2969.17,320.38,9.741,478.64,50.773438,52.805,160.065,NaN,1746.7,204.81,42.14890027,1.34068911,125.9601978
25/06/1993,1654.19,2987.35,324.44,9.957,484.52,50.976563,52.705,161.911,NaN,1752.1,205.78,42.26303901,1.34999386,126.7708413
28/06/1993,1671.32,3001.2,325.69,9.864,492.85,51.226563,52.945,163.159,NaN,1780.7,207.33,42.21865172,1.34608816,128.2024032
29/06/1993,1671.52,2988.22,325.33,10.115,489.52,51.351563,53.045,162.291,NaN,1770.4,207.73,42.24401588,1.3567714,129.8409379
30/06/1993,1670.27,2980.43,324.34,10.098,489.74,51.289063,53.145,162.997,NaN,1765.5,209.19,42.09817194,1.34735177,127.891944
01/07/1993,1673.76,2975.23,322.32,10.562,486.54,51.351563,53.025,162.399,NaN,1749.8,209.9,42.29474421,1.35045336,130.1169016
02/07/1993,1665.72,2972.64,323.73,10.765,487.19,51.632813,52.875,163.865,NaN,1736.8,209.94,42.42156503,1.34999386,129.3580013
05/07/1993,1666.07,2970.04,326.02,10.765,487.19,51.632813,52.925,163.865,NaN,1729.7,209.4,42.42156503,1.34918975,129.3580013
06/07/1993,1683.55,2989.08,325.77,11.282,482.61,51.351563,53.065,162.671,NaN,1744.5,209.72,42.91616624,1.34597329,129.0647898
07/07/1993,1675.16,3047.08,326.79,11.289,478.69,51.335938,53.055,162.725,NaN,1750.3,209.01,43.00494081,1.34436506,128.0299258
08/07/1993,1690.18,3151.82,327.91,11.179,482.48,51.476563,53.315,163.485,NaN,1785.6,209.9,43.25858246,1.33632391,128.3576328
09/07/1993,1691.44,3143.17,328.28,11.069,484.84,51.617188,53.415,161.802,NaN,1782.5,210.63,43.10639747,1.32414732,127.0813005
12/07/1993,1698.92,3157.02,328.07,11.194,485.39,51.664063,53.525,160.227,NaN,1799.1,211.44,43.02396393,1.31691028,126.788089
13/07/1993,1701.02,3153.56,327.85,11.15,484.2,51.523438,53.405,159.902,NaN,1789.2,211.83,42.80202749,1.32311345,128.4438714
14/07/1993,1696.82,3171.73,325.38,10.919,486.55,51.773438,53.575,158.979,NaN,1789.2,213.19,42.85275582,1.32219447,128.8750648
15/07/1993,1689.83,3159.62,323.74,11.157,482.17,51.726563,53.475,157.024,NaN,1766.8,212.82,43.05566914,1.3172549,127.822953
16/07/1993,1686.48,3188.18,324.77,11.168,469.6,51.757813,53.595,157.404,NaN,1776.7,211.66,42.99225872,1.3133492,127.5987325
19/07/1993,1673.06,3216.75,326.09,11.15,466.91,51.726563,53.555,158.436,NaN,1787.4,210.51,42.81470957,1.33172897,128.6508442
20/07/1993,1629.73,3184.72,326.41,11.143,475.88,51.398438,53.465,159.467,NaN,1769.5,210.59,42.85909686,1.32541092,129.8754333
21/07/1993,1625.89,3174.33,327.2,10.93,471.7,51.007813,53.315,157.622,NaN,1753.9,210.56,42.85275582,1.33356695,130.1169016
22/07/1993,1643.01,3188.18,325.52,11.04,465.96,50.585938,53.445,159.304,NaN,1773.1,209.52,42.71325292,1.32207959,129.8754333
23/07/1993,1653.77,3195.11,329.06,10.963,472.46,50.523438,53.435,159.196,NaN,1801.8,210,42.9732356,1.31610617,129.3407536
26/07/1993,1683.89,3245.31,328.59,11.227,476.74,50.648438,53.495,161.801,NaN,1796.9,211.2,42.9732356,1.31265996,128.9613034
27/07/1993,1684.24,3217.61,328.62,11.194,470.87,50.601563,53.465,162.018,NaN,1787.5,210.77,42.82739166,1.3116261,127.8402007
28/07/1993,1689.14,3194.24,330,11.381,477.28,50.742188,53.405,162.561,NaN,1778.7,211.5,42.8337327,1.31851851,128.4783669
29/07/1993,1688.44,3188.18,332.93,11.491,477.98,51.257813,53.465,162.995,NaN,1829.8,212,43.13810267,1.30255109,127.2882733
30/07/1993,1686.34,3191.64,332.03,11.905,472,51.132813,53.455,163.267,NaN,1880.5,211.9,43.70245533,1.29336121,127.4262551
02/08/1993,1686.34,3163.08,332.94,12.015,475.19,50.929688,53.565,162.018,NaN,1902.7,212.45,43.78488886,1.29669254,129.3580013
03/08/1993,1709.54,3215.02,332.87,11.854,476.5,51.007813,53.865,162.344,NaN,1891.1,213.08,43.68977324,1.31633591,129.0992853
04/08/1993,1710.8,3224.54,334.2,11.59,481.7,50.914063,53.905,162.995,NaN,1883.1,213.71,43.64538595,1.3155318,128.926808
05/08/1993,1706.89,3249.64,334.87,10.529,484.77,51.039063,53.915,163.375,NaN,1894.7,213.42,43.0049408,1.31024762,128.6163487
06/08/1993,1703.11,3266.09,334.17,10.078,485.75,51.195313,54.105,166.252,NaN,1919.6,213.86,43.10639746,1.31484256,128.7370829
09/08/1993,1696.82,3246.18,333.13,10.402,484.62,51.382813,53.975,165.166,NaN,1916.9,214.32,43.08737433,1.31920775,128.2713941
10/08/1993,1667.47,3242.72,333.52,10.479,479.73,51.273438,54.025,164.189,NaN,1918.7,214.78,43.49320096,1.30795015,125.9946933
11/08/1993,1697.52,3288.6,335.71,10.298,481.19,51.320313,54.055,163.647,NaN,1940,215.04,43.23321828,1.30622704,126.5811162
12/08/1993,1720.58,3318.89,336.21,10.034,480.75,51.335938,54.115,163.321,NaN,1934.7,214.6,42.77032228,1.29496944,126.2189138
13/08/1993,1731.07,3336.21,338.21,10.17,482.16,51.617188,54.085,161.476,NaN,1921.8,214.82,42.8654379,1.30071311,125.8222159
16/08/1993,1740.15,3312.83,340.4,10.457,495.73,51.804688,53.825,161.693,NaN,1921.8,215.24,43.08103329,1.31874826,128.3231373
17/08/1993,1721.28,3327.55,344.46,10.358,500.49,51.695313,53.965,161.693,NaN,1914.2,216.19,42.60545521,1.32207959,128.081669
18/08/1993,1747.14,3363.91,345.82,10.369,502.7,51.835938,53.945,162.453,NaN,1932.9,217.61,42.79568644,1.32874226,130.5998381
19/08/1993,1743.3,3357.85,350.36,10.254,495.28,52.179688,53.925,162.018,NaN,1912.5,217.34,43.20785411,1.32828276,129.4787354
20/08/1993,1736.1,3315.43,353.71,10.562,496.09,52.242188,53.885,161.91,NaN,1907.1,217.66,42.86543789,1.33586442,130.4446085
23/08/1993,1731.42,3282.54,354.95,10.488,495.58,52.210938,53.925,161.313,NaN,1890.2,217.68,42.26938003,1.32862738,129.4959832
24/08/1993,1733.16,3318.03,355.33,10.421,496.26,52.617188,53.905,161.367,NaN,1899.1,218.81,42.37717773,1.33632391,129.0302944
25/08/1993,1750.71,3324.09,355.39,10.423,492.19,52.820313,54.125,160.119,NaN,1922.2,218.98,42.59277313,1.32920175,127.5987325
26/08/1993,1734.91,3284.27,360.6,10.285,487.79,53.117188,54.015,159.63,NaN,1938.1,218.51,42.42156502,1.3372429,130.2893789
27/08/1993,1734.21,3317.16,361.08,10.451,490.24,52.960938,54.135,161.91,NaN,1941.7,218.76,42.19962858,1.33885113,129.5477264
30/08/1993,1736.31,3346.59,360.57,10.636,493.99,53.148438,54.305,162.887,NaN,1959.8,219.37,42.51033959,1.33885113,128.8405693
31/08/1993,1740.85,3348.33,359.66,10.652,498.47,53.007813,54.345,163.158,NaN,1970.4,220.77,42.6815477,1.33276283,128.3921282
01/09/1993,1727.57,3332.74,364.31,10.434,500.49,53.023438,54.355,164.244,NaN,1952.7,221.44,42.39620085,1.34574354,129.5477264
02/09/1993,1720.23,3347.46,369.71,10.052,501.03,53.242188,54.375,165.329,NaN,1942.1,222.34,41.57820654,1.34861538,129.4614877
03/09/1993,1705.91,3328.42,370.25,9.95,499.88,53.820313,54.505,165.546,NaN,1913,222.83,41.08994638,1.36619103,131.7209408
06/09/1993,1674.46,3314.57,373.21,9.95,499.88,53.820313,54.735,165.546,NaN,1920.5,222.33,41.08994638,1.38009073,131.7209408
07/09/1993,1679,3275.61,374.5,9.376,490.48,54.085938,54.625,164.678,NaN,1904.1,220.56,41.22366541,1.37882712,132.9534377
08/09/1993,1674.11,3240.99,374.15,9.282,488.03,53.882813,54.625,164.732,NaN,1891.8,217.74,41.72033607,1.37480655,132.9534377
09/09/1993,1662.93,3228.87,372.07,9.326,492.65,53.289063,54.575,163.212,NaN,1870.6,219.19,41.5038386,1.38974011,133.5957249
10/09/1993,1647.9,3233.2,371.51,8.94,495.77,53.664063,54.635,164.027,NaN,1873.2,220.93,41.21093026,1.3941053,133.8561115
13/09/1993,1647.9,3251.14,371.72,8.587,491.7,53.664063,54.545,163.267,NaN,1886.5,220.81,41.28734113,1.39123346,133.1617471
14/09/1993,1647.9,3251.14,369.74,8.733,487.16,53.117188,54.575,162.615,NaN,1893.5,219.06,40.95622735,1.39077397,133.2659017
15/09/1993,1647.9,3200.72,368.48,8.739,491.34,53.226563,54.395,162.345,NaN,1843.2,219.83,41.15998968,1.40513316,133.5436475
16/09/1993,1647.9,3222.08,370.09,8.933,489.23,53.273438,54.525,161.75,NaN,1843.6,220.05,41.1536221,1.39042935,132.0334048
17/09/1993,1647.9,3248.58,372.01,8.881,489.82,53.242188,54.865,161.426,NaN,1866.1,220.39,41.37648715,1.38790213,132.1375595
20/09/1993,1647.9,3328.92,368.53,8.988,491.52,53.054688,54.795,160.29,NaN,1871.4,220.32,41.23003298,1.38319232,132.1375595
21/09/1993,1658.33,3333.19,365.82,9.191,489.1,53.054688,54.845,160.56,NaN,1860.8,218.42,41.66939549,1.38388156,130.2627754
22/09/1993,1644.79,3290.46,365.73,8.87,500.27,53.195313,54.575,159.749,NaN,1845.8,220.88,41.58024947,1.37262395,130.8529852
23/09/1993,1659.69,3282.77,370.11,9.125,504.37,53.195313,54.445,160.993,NaN,1827.7,222.23,41.58661705,1.35780526,129.9503114
24/09/1993,1666.8,3264.82,369.86,9.034,505.68,53.242188,54.505,159.533,NaN,1852,222.86,41.59298462,1.35860938,130.2627754
