Date,SPX,Eurostoxx,FTSE,Nikkei,US 10Y,GE 10Y,Gilt,JGB,Oil,Gold
1992-12-31,585.41,774.45,2944.1,14729,21.234,25.77,23,46.99,54.66,668.4
1993-01-01,585.41,774.45,2944.1,14729,21.234,25.77,23,46.99,54.66,668.4
1993-01-04,582.53,770.93,2961.6,14720,21.984,25.91,22.75,46.91,53.37,658.97
1993-01-05,581.33,779.13,2935.9,14634,21.891,26.17,22.34,47.09,53.99,660.17
1993-01-06,582.2,779.07,2926.6,14504,21.734,26.3,22.63,47.09,53.37,662.38
1993-01-07,575.45,775,2916.9,14556,20.828,26.26,22.31,47.23,53.12,660.17
1993-01-08,574.78,770.17,2903,14512,21.141,26.47,22.19,47.1,52.92,661.17
1993-01-11,576.52,760.33,2869.1,14452,21.453,26.27,21.41,47.05,52.64,657.76
1993-01-12,577.12,762.71,2852.6,14478,21.359,26.31,21.06,47.44,51.52,659.77
1993-01-13,579.66,761.41,2836.2,14348,21.516,26.2,21.28,47.43,51.86,657.36
1993-01-14,583.6,766.72,2863.4,14365,21.922,26.38,21.47,47.54,52.42,656.76
1993-01-15,583.81,776.72,2862.9,14365,22.453,26.6,21.69,47.54,52.89,656.16
1993-01-18,584.94,784.6,2853.6,14478,22.391,26.61,21.25,48.04,52.89,658.16
1993-01-19,582.6,784.58,2820.8,14616,22.547,26.58,21.38,48.01,52.08,659.37
1993-01-20,579.39,784.27,2835.1,14322,22.328,26.35,21.44,47.85,51.38,661.77
1993-01-21,583.6,785.58,2862.9,14330,22.453,26.37,22.19,47.87,51.38,660.57
1993-01-22,584.07,787.77,2882.4,14192,22.828,26.37,21.97,48,51.44,658.97
1993-01-25,589.02,775.33,2859.8,14149,23.391,26.08,21.63,48.04,53.7,659.17
1993-01-26,588.29,783.11,2942.1,14339,23.266,26.14,22.72,48.17,53.65,663.57
1993-01-27,586.01,777.16,2936.9,14322,23.484,26.19,22.63,48.05,53.7,660.97
1993-01-28,586.95,778.47,2915.3,14842,23.766,26.3,23.44,48.04,55.75,662.37
1993-01-29,586.21,781.97,2902,14772,24.109,26.36,23.22,47.99,55.34,661.57
1993-02-01,591.9,787.81,2948.2,14894,24.328,26.49,23.66,48.22,55.48,661.57
1993-02-02,592.63,790.24,2917.4,14937,23.859,26.56,23.69,48.41,54.63,661.37
1993-02-03,599.12,803.64,2964.7,15015,23.922,26.73,23.63,47.88,54.44,659.17
1993-02-04,601.33,808.81,2955.4,14946,24.328,26.56,23.13,47.78,55.45,658.57
1993-02-05,601.06,822.03,2954.4,15084,24.953,26.69,23.16,48.23,55.21,657.97
1993-02-08,599.86,825.73,2955.4,14998,24.609,26.67,22.88,48.34,54.85,658.37
1993-02-09,596.71,819.88,2907.1,14781,24.328,26.8,22.63,48.75,54.77,659.37
1993-02-10,598.05,820.85,2895.8,14850,23.828,26.87,22.97,48.7,55.12,667.57
1993-02-11,599.32,825.07,2908.1,14850,24.203,26.98,22.5,48.7,55.34,665.57
1993-02-12,594.84,823.87,2926.6,14625,24.297,26.96,24.22,48.94,54.58,660.17
1993-02-15,594.84,829.03,2925.6,14859,24.297,26.96,24.31,48.82,54.58,660.17
1993-02-16,580.26,822.84,2882.4,14755,24.391,27.3,24.59,48.99,53.35,666.97
1993-02-17,580.13,821.73,2889.6,14755,24.859,27.39,24.59,49.27,52.8,663.17
1993-02-18,578.32,831.66,2918.4,14755,25.797,27.55,24.41,49.25,53.05,663.17
1993-02-19,582,833.42,2922.5,14824,25.859,28.02,25,49.57,53.59,662.17
1993-02-22,583.87,838.32,2922.5,14625,26.391,28.35,24.97,50.14,54.78,657.77
1993-02-23,583.2,832.83,2896.8,14634,27.484,28.4,25.25,50.29,55.43,663.37
1993-02-24,590.96,831.32,2891.2,14634,26.891,28.2,24.38,50.93,55.57,660.97
1993-02-25,591.36,833.75,2910.2,14694,26.672,28.31,24.91,50.91,55.79,661.37
1993-02-26,593.5,845.53,2960.6,14686,26.766,28.89,25.28,50.36,55.76,658.17
1993-03-01,591.83,854.69,2971.9,14642,27.484,29.44,26.16,50.21,55.76,658.77
1993-03-02,599.66,854.18,2969.8,14694,27.391,29.27,26.09,50.51,55.41,661.17
1993-03-03,602.13,855.11,3012,14625,27.984,29.52,26.38,50.61,55.43,659.57
1993-03-04,598.25,852.92,2991.4,14556,28.266,29.53,26.19,50.65,57.03,659.37
1993-03-05,596.58,855.42,3013,14642,27.703,30,26.97,50.83,56.65,660.97
1993-03-08,609.96,858.79,3057.2,15160,27.828,29.95,27.28,50.58,56.06,655.57
1993-03-09,608.08,860.71,3040.7,15497,27.359,29.75,26.91,49.97,55.98,654.57
1993-03-10,610.49,859.82,3044.8,15514,27.047,30.21,27.22,50.14,55.19,653.97
1993-03-11,607.82,860.5,3033.5,15566,27.016,29.88,26.44,49.93,54.49,655.37
1993-03-12,600.93,851.19,3001.7,15678,25.984,29.44,26.84,50,54.92,657.17
1993-03-15,604.4,853.54,3004.2,15721,25.641,29.59,26.81,49.45,54.57,659.77
1993-03-16,602.93,850.88,2990.4,15574,26.453,29.44,25.41,49.72,54.49,659.37
1993-03-17,599.46,847.32,2963.9,15799,26.734,29.19,25.94,49.61,54.6,659.57
1993-03-18,604.33,849.35,2960.3,16178,27.266,29.08,26.78,49.52,54.92,662.57
1993-03-19,601.86,850.57,2980.2,16135,27.141,29.05,26.34,49.98,54.35,664.77
1993-03-22,599.86,838.01,2928.1,16282,27.141,28.71,25.88,49.42,52.84,666.76
1993-03-23,600.73,838.33,2937.3,16057,27.516,28.53,25.31,49.24,52.84,664.97
1993-03-24,600.13,839.21,2936.3,16049,27.234,28.62,25.53,49.15,53.39,665.97
1993-03-25,603.87,844.76,2928.1,16290,27.047,28.99,25.44,48.38,53.84,666.36
1993-03-26,599.72,847.34,2928.1,16359,26.297,29.15,25.06,48.05,53.84,665.97
1993-03-29,603.33,851.58,2929.1,16541,26.578,29.09,25.03,47.28,53.52,665.37
1993-03-30,605,854.04,2944.4,16437,26.891,28.92,25.28,48.1,53.5,675.13
1993-03-31,604.67,854.86,2963.9,16118,26.828,28.72,26.38,47.86,53.92,676.13
1993-04-01,600.33,846.78,2958.7,16359,26.766,28.4,26.06,48.06,54.13,677.92
1993-04-02,591.24,841.45,2945.5,16912,26.172,28.69,26.47,47.88,54.47,682.11
1993-04-05,591.71,838.78,2913.8,17032,26.516,28.68,25.72,47.51,54.39,679.52
1993-04-06,590.44,844.01,2904.6,16938,27.016,29.18,26.25,47.45,53.55,676.13
1993-04-07,591.51,841.85,2887.2,17248,27.047,29.43,26.53,47.15,53.73,676.92
1993-04-08,591.31,846.85,2897.4,17360,27.859,29.4,26.91,46.85,53.34,675.33
1993-04-09,591.31,844.57,2897.4,17309,27.859,29.4,26.91,47.53,53.34,675.33
1993-04-12,598.99,844.01,2897.4,17257,28.078,29.4,26.91,47.83,53.97,673.94
1993-04-13,600.79,854.08,2928.1,18007,27.891,29.82,27.38,47.55,53.97,675.13
1993-04-14,599.99,852.97,2916.8,17792,28.172,29.58,26.38,47.98,53.81,679.12
1993-04-15,600.13,850.65,2918.9,17938,28.359,29.58,26.28,47.96,53.34,674.14
1993-04-16,600.59,853.42,2896.4,17542,28.266,29.65,25.31,47.95,53.13,677.92
1993-04-19,597.12,855.84,2904.6,17403,28.422,29.69,25.66,48.14,52.73,680.51
1993-04-20,595.58,851.41,2934.2,17214,28.422,29.4,25.63,48.57,52.33,679.71
1993-04-21,592.98,844.69,2949.6,17231,28.547,29.02,25.38,48.75,52.33,678.92
1993-04-22,585.9,847.35,2956.7,16981,28.766,29.61,25.13,48.88,52.33,679.91
1993-04-23,583.83,842.02,2910.7,17093,28.484,29.05,24.81,49.07,52.83,692.47
1993-04-26,578.35,840.59,2883.1,17041,28.203,28.56,24.88,48.91,52.72,705.02
1993-04-27,584.76,840.45,2894.4,17559,27.641,28.75,25.56,48.25,52.41,701.63
1993-04-28,583.76,839.7,2853.5,17783,27.609,28.43,24.53,46.95,52.44,706.22
1993-04-29,586.9,831.64,2849.4,17783,28.016,27.95,23.41,46.95,53.45,712.2
1993-04-30,586.03,834.95,2880.1,18033,27.641,28.05,23.72,47.14,53.32,711.8
1993-05-03,590.97,837.18,2880.1,18033,28.297,28.13,23.72,47.14,53.43,708.01
1993-05-04,593.04,836.59,2881.1,18033,28.453,28.12,24.22,47.14,52.96,708.81
1993-05-05,593.71,835.76,2857.6,18033,28.453,28.42,24.19,47.14,53.14,708.41
1993-05-06,592.98,834.26,2844.3,17844,28.641,27.97,23.63,47.91,53.17,713.99
1993-05-07,590.51,826.57,2860.6,17964,28.453,28,23.91,47.82,53.09,712.2
1993-05-10,592.18,826.7,2901.5,18085,28.703,27.95,23.81,47.35,53.09,711.8
1993-05-11,593.98,826.9,2903.6,18120,28.734,28.12,23.72,47.2,52.83,712
1993-05-12,593.18,830.16,2939.3,17792,28.547,28.46,24.16,47.19,52.46,720.96
1993-05-13,586.43,840.86,2920.9,17783,28.047,28.41,23.69,47.3,51.37,735.91
1993-05-14,587.17,834.6,2920.9,17705,27.984,28.09,23.38,47.11,50.59,733.92
1993-05-17,587.97,829.29,2932.2,17774,27.578,28.04,23.59,47.13,50.67,733.32
1993-05-18,587.9,830.44,2919.9,17438,27.203,27.74,23.75,46.47,50.23,749.26
1993-05-19,598.92,829.14,2883.1,17611,27.609,27.55,24.28,46.31,49.74,745.67
1993-05-20,602.26,827.44,2883.1,17498,27.734,27.55,24.25,46.47,50.75,746.67
1993-05-21,595.45,826.48,2874.9,17826,27.359,27.31,24.06,46.68,50.85,753.05
1993-05-24,598.66,829.67,2896.4,17628,27.359,27.11,24.19,46.25,50.44,745.51
1993-05-25,599.86,835.77,2906.6,17844,27.297,27.67,24.25,46.52,50.9,754.63
1993-05-26,606.47,834.3,2914.8,18059,27.672,27.41,24.81,47.24,50.88,748.09
1993-05-27,603.2,837.71,2923,17947,27.672,27.81,24.72,47.28,51.31,759.98
1993-05-28,601.33,834.54,2907.6,18033,27.328,27.46,23.66,47.27,51.21,753.84
1993-05-31,601.33,834.53,2907.6,17697,27.328,27.46,23.66,47.35,51.21,753.84
1993-06-01,606.2,829.8,2924,17818,28.172,27.17,24,47.41,51.77,736
1993-06-02,605.74,831.93,2935.2,17921,28.297,27.38,24.47,47.18,51.24,735.01
1993-06-03,604.4,832.12,2917.9,18120,28.578,27.34,24.56,47.26,50.49,745.71
1993-06-04,602,831.17,2892.3,18007,27.891,27.06,24.34,47.61,50.57,750.27
1993-06-07,598.05,835.21,2912.8,17948,28.141,27.11,24.53,47.38,49.98,744.72
1993-06-08,595.45,837.91,2913.8,17708,27.891,27.37,24.53,47.68,50.26,744.52
1993-06-09,596.38,846.63,2933.2,17708,28.172,27.55,25.16,47.68,50.24,739.37
1993-06-10,596.45,847.53,2925,17700,28.141,27.55,25.38,48.03,49.32,735.4
1993-06-11,598.99,851.44,2929.1,17649,28.922,27.8,25.41,48.17,48.55,728.47
1993-06-14,598.26,853.09,2959.6,17546,28.984,28.05,25.63,48.38,48.32,726.68
1993-06-15,596.92,847.56,2938.8,17290,29.109,27.99,25.28,48.55,47.53,735.01
1993-06-16,598.79,851.9,2949.9,17127,29.172,27.91,25.66,48.43,48.19,736.4
1993-06-17,599.86,850.12,2940.3,17084,29.266,27.85,26.13,48.83,47.83,737.78
1993-06-18,595.12,854.83,2950.9,16990,29.047,28.32,26.44,48.75,47.76,738.38
1993-06-21,596.79,857.5,2973.3,16478,29.328,28.32,27,48.33,47.63,735.6
1993-06-22,596.19,867.23,2966.1,16768,29.359,28.21,26.88,47.85,47.12,732.83
1993-06-23,591.12,867.18,2959,16708,29.359,28.11,27.19,47.7,47.22,744.32
1993-06-24,597.99,864.27,2956.5,16905,29.641,28.39,27.5,48.21,47.29,745.51
1993-06-25,598.72,864.61,2950.9,16862,29.922,28.32,27.34,48.12,47.17,749.48
1993-06-28,603.79,870.7,2962.1,17093,30.266,28.71,28.03,48.57,47.32,745.51
1993-06-29,602.19,866.61,2947.4,16879,30.297,28.79,27.78,48.67,47.59,752.25
1993-06-30,601.59,867.42,2960.1,16837,30.234,28.88,28.19,48.88,47.19,751.66
1993-07-01,599.32,866.87,2946.9,17093,30.297,28.43,27.97,49.21,46.19,769.5
1993-07-02,595.25,859.88,2901.2,16879,30.578,28.22,28.09,49.15,44.94,766.53
1993-07-05,595.25,857.94,2879.9,16854,30.578,28.16,28.25,49.4,44.94,766.53
1993-07-06,589.45,859.96,2893.1,17050,30.234,28.43,28.56,49.68,45.79,779.21
1993-07-07,591.52,865,2893.6,16845,30.234,28.42,28.41,49.43,45.12,788.53
1993-07-08,598.19,885.16,2891.1,16939,30.484,28.9,28.5,49.36,44.54,784.17
1993-07-09,599.19,889.29,2880.9,17136,30.672,29.12,28.66,49.75,44.79,777.63
1993-07-12,599.46,892.03,2882.9,17153,30.797,29.21,29.03,49.78,45.32,782.78
1993-07-13,598.72,889.48,2887,17366,30.609,29.13,28.78,50,45.39,781.99
1993-07-14,600.59,889.65,2881.9,17341,30.984,29.34,29.72,49.89,43.79,775.84
1993-07-15,599.92,893.18,2881.9,17332,31.016,29.14,29.81,49.83,44.24,780.8
1993-07-16,596.19,891.92,2889,17469,31.109,29.33,29.63,50.15,43.09,778.82
1993-07-19,595.92,895.76,2896.1,17272,31.109,29.28,29.53,50.42,44.31,777.82
1993-07-20,597.59,893.5,2865.7,17204,30.734,29.13,29.53,50.51,42.79,777.43
1993-07-21,597.06,885.04,2859.6,17238,30.016,28.89,29,50.58,42.79,772.13
1993-07-22,594.59,889.2,2869.7,17272,29.422,29.19,29.09,50.48,42.79,775.66
1993-07-23,596.86,895.17,2875.8,16922,29.266,29.21,28.91,50.86,43.08,773.11
1993-07-26,598.99,901.1,2900.2,16999,29.453,29.28,29.06,51.09,43.85,779.39
1993-07-27,597.19,900.91,2936.7,17127,29.422,29.2,28.78,50.93,44.7,775.66
1993-07-28,597.59,900.62,2936.7,17033,29.641,28.92,29.25,50.86,44.24,779.98
1993-07-29,600.72,910.3,2969.2,17546,30.422,29.29,29.81,50.63,43.98,788.6
1993-07-30,597.59,926.29,2987.5,17554,30.203,29.21,30.47,50.91,43.39,806.45
1993-08-02,599.72,933.6,2996.1,17460,29.922,29.43,30.41,51.53,43.61,804.29
1993-08-03,598.86,930.28,3003.7,17512,30.078,29.86,31.22,51.53,43.32,799.19
1993-08-04,599.19,932.47,2995.6,17649,29.859,29.96,31.19,51.38,43.2,790.76
1993-08-05,598.46,931.26,2998.6,17572,29.984,29.98,31.47,51.43,42.64,746.45
1993-08-06,598.59,934.51,3029.6,17435,30.078,30.27,32.28,51.38,41.91,744.88
1993-08-09,601.06,944.37,3043.3,17572,30.328,30.11,32.28,51.83,42.59,758.41
1993-08-10,601.32,939.54,3027,17563,30.266,30.35,32.84,51.93,42.52,753.7
1993-08-11,601.06,952.13,3063.6,17811,30.422,30.47,33.72,52.08,43.39,742.53
1993-08-12,599.79,949.11,3064.6,17896,30.359,30.44,33.22,52.46,44.12,726.84
1993-08-13,600.39,951.28,3065.6,17717,30.797,30.51,34.09,51.86,44.02,730.57
1993-08-16,603.39,954.28,3057.5,17956,31.047,30.2,33.84,51.81,43.34,738.02
1993-08-17,605.73,955.84,3075.7,17828,30.891,30.38,34.47,51.92,43.46,735.08
1993-08-18,608.66,969.12,3131,17828,31.016,30.27,34.16,51.66,42.94,740.17
1993-08-19,609.06,973.45,3118.4,17683,31.391,30.27,33.59,51.16,42.99,734.1
1993-08-20,608.73,964.59,3115.3,17666,31.609,30.11,33.66,50.34,43.32,738.02
1993-08-23,607.53,959.16,3098.1,17443,31.547,30.22,33.81,50.7,43.89,736.25
1993-08-24,614,962.47,3101.1,17520,32.047,30.19,33.34,50.79,43.46,735.08
1993-08-25,615.06,977.78,3133.6,17597,32.328,30.57,33.75,51.43,43.39,736.25
1993-08-26,615.2,976.29,3143.7,17674,32.734,30.48,33.78,51.71,43.49,727.04
1993-08-27,614.8,980.32,3153.9,17828,32.422,30.76,35.06,51.63,44.53,729.59
1993-08-30,616.26,987.36,3153.9,17939,32.672,30.96,35.06,52.11,44.36,731.94
1993-08-31,617.93,990.54,3152.9,17931,32.641,31.1,35.34,52.25,43.32,736.64
1993-09-01,617.33,979.82,3140.7,17879,32.516,31.17,35.38,52.55,42.56,730.57
1993-09-02,615.13,980.08,3131.6,17913,32.859,31.31,34.84,52.13,42.56,718.21
1993-09-03,615.73,979.84,3113.3,18084,33.703,31.41,35.25,52.05,41.99,719.78
1993-09-06,615.73,971.95,3108.2,18076,33.703,31.61,34.97,52.63,41.99,719.78
1993-09-07,611.8,964.44,3087.4,17880,34.109,31.48,35.41,52.47,40.43,691.16
1993-09-08,609.13,958.25,3083.9,17906,33.984,31.33,35.5,52.65,40.34,693.31
1993-09-09,610.59,956.8,3083.9,17753,33.109,31.2,35.31,52.71,40.19,699
1993-09-10,616.26,952.97,3085.4,17787,33.609,31.31,35.38,52.45,39.7,690.96
1993-09-13,616.33,951.72,3063.7,18118,33.672,31.2,35.28,52.11,40.15,676.06
1993-09-14,613.8,957.58,3079.8,17880,32.891,31.25,34.66,51.81,40.17,680.18
1993-09-15,615.6,945.26,3033,17880,32.922,30.99,32.88,51.81,39.93,685.47
1993-09-16,613.33,941.58,3048.1,17506,33.141,31.23,33.28,52.35,39.82,695.47
1993-09-17,611.4,949.43,3038.5,17430,33.109,31.79,33.66,52.48,40.24,691.74
1993-09-20,606.74,958.47,3051.1,17311,32.828,31.76,33.34,52.39,41.53,697.04
1993-09-21,603.75,956.04,3046.1,17489,32.641,32.01,33.47,53.04,41.65,715.67
1993-09-22,609.41,948.7,3049.1,17201,32.734,31.54,33.19,52.74,40.74,698.02
1993-09-23,611.2,949.98,3048.1,17201,32.891,31.25,33.81,52.74,40.84,705.86
1993-09-24,611.67,946.7,3056.2,17354,33.016,31.22,33.97,53.09,40.7,704.69
1993-09-27,616.4,960.36,3080.3,17167,33.953,31.61,34.19,53.32,41.07,697.43
1993-09-28,615.73,961.87,3098,17235,33.984,31.89,34.41,53.65,41.6,700.57
1993-09-29,613.73,959.04,3085.4,17141,33.516,31.76,34.59,53.54,43.25,695.47
1993-09-30,611.67,963.59,3075.3,17099,33.234,31.65,34.56,53.89,43.52,700.18
1993-10-01,615.73,964.77,3092.4,17345,33.766,31.69,34.41,53.81,43.15,699.78
1993-10-04,615.8,969.07,3130.7,17328,33.859,31.82,34.72,53.86,42.67,695.27
1993-10-05,614.73,984.55,3141.8,17362,33.672,32.28,35.06,54.3,42.6,695.67
1993-10-06,615.13,991.21,3155.9,17506,33.703,32.47,35.38,53.88,42.67,702.33
1993-10-07,612.27,990.1,3145.8,17345,33.672,32.4,35.16,54.3,42.83,702.92
1993-10-08,614.33,1001.5,3167,17388,34.422,32.69,35.78,54.22,42.97,708.8
1993-10-11,614.87,989.23,3151.9,17388,34.359,32.65,35.63,54.22,43.48,709.19
1993-10-12,615.13,985.9,3142.8,17235,34.297,32.85,35.75,54.51,43.34,723.9
1993-10-13,615.53,984.94,3125.7,17133,34.203,32.8,35.5,54.43,43.18,720.76
1993-10-14,623.12,984.39,3133.7,17201,34.547,32.82,35.03,54.31,42.85,718.8
1993-10-15,626.32,993.74,3174.1,17286,34.766,33.01,35.56,54.24,42.35,718.02
1993-10-18,625.19,1003.9,3180.1,17141,34.109,33.06,35.47,53.81,42.05,724.68
1993-10-19,620.99,1000.4,3172,17141,34.141,33.25,35.91,54.01,42.07,726.06
1993-10-20,621.99,1005.7,3201.8,17277,34.266,33.31,36.44,54.55,42.44,732.92
1993-10-21,620.52,1012.5,3243.6,17235,33.578,32.98,36.56,54.47,42.28,730.96
1993-10-22,617.13,1024.2,3252.7,17345,33.172,33.32,36.94,54.68,41.63,728.02
1993-10-25,618.59,1026.1,3231,17388,32.797,32.89,36.19,54.46,40.34,726.45
1993-10-26,618.59,1020.1,3206.3,17082,33.141,32.97,36.44,54.79,40.41,726.06
1993-10-27,620.13,1011.4,3196.2,16886,33.016,32.63,35.25,55.01,40.66,726.84
1993-10-28,623.25,1014.4,3207.3,16657,33.203,32.78,35.59,54.96,40.02,725.86
1993-10-29,623.25,1018.7,3209.3,16742,32.953,32.94,35.44,55.19,38.98,724.68
1993-11-01,624.85,1019.7,3195.2,16563,32.203,32.72,35.06,55.63,39.67,709.98
1993-11-02,623.85,1024.6,3195.2,16546,31.672,32.86,35.16,55.55,39.44,712.92
1993-11-03,615.2,1022.8,3200.3,16546,31.797,32.86,35.56,55.55,40.3,721.55
1993-11-04,610.4,1014.2,3179.1,16232,31.484,32.82,35.66,56.01,40.09,730.17
1993-11-05,612,991.64,3108.1,15747,31.047,32.16,34.53,55.51,39.37,740.76
1993-11-08,613.07,991.35,3101.5,15866,31.547,32.17,34.66,55.81,38.5,736.25
1993-11-09,613.6,996.41,3120.7,15356,31.734,32.63,35.53,56.07,38.38,738.41
1993-11-10,618.53,989.71,3125.7,15458,31.516,32.31,35.28,56.17,38.13,739.98
1993-11-11,616.4,988.33,3125.7,15433,31.141,32.27,35.22,55.91,38.94,738.02
1993-11-12,620.92,986.44,3136.8,15781,31.891,32.48,36.03,55.79,38.52,732.53
1993-11-15,618.26,996.45,3120.7,15365,31.859,32.68,36.06,55.8,38.61,736.64
1993-11-16,621.99,996.84,3129.7,15637,32.172,32.83,36.28,55.51,38.68,734.49
1993-11-17,618.39,1001.6,3152.4,15424,32.172,32.83,37.19,55.62,39.43,739.59
1993-11-18,617.06,1007.9,3157.4,15399,31.672,33.09,37.22,55.96,38.7,738.61
1993-11-19,614.6,1004.7,3134.8,15229,31.047,33.07,37.13,55.99,38.61,741.74
1993-11-22,611.87,981.88,3090.4,14779,30.672,32.6,36.47,55.79,38.7,742.13
1993-11-23,614.87,977.12,3090.4,14779,31.234,32.37,36.81,55.79,37.64,739.99
1993-11-24,616.4,977.83,3093.4,14498,31.109,32.39,36.59,55.61,37.07,739.6
1993-11-25,616.4,988.69,3131.7,14643,31.109,32.53,36.88,56.23,37.07,739.6
1993-11-26,616.73,992.14,3148.9,14192,31.547,32.73,37.19,56.31,37.07,739.6
1993-11-29,614.4,991.03,3181.1,13716,31.547,32.76,37.31,56.81,34.65,724.58
1993-11-30,615,993.83,3209.3,13920,31.172,32.6,37.91,57.31,34.92,725.36
1993-12-01,616.4,1009.7,3283.9,14430,31.359,32.73,39.06,57.44,35.04,734.53
1993-12-02,617.2,1016.2,3267.8,14830,31.391,32.55,38.72,57.68,33.84,732.58
1993-12-03,619.66,1022,3271.8,14838,31.328,32.79,39.25,57.84,33.88,738.43
1993-12-06,622.06,1025.8,3276.3,14332,31.984,32.83,39.5,58.31,32.98,736.87
1993-12-07,621.39,1027.4,3271.3,14189,32.016,32.88,39.41,58.31,33.27,739.79
1993-12-08,620.39,1038.2,3316.1,13750,32.078,33.13,39.91,58.27,33.02,752.28
1993-12-09,618.39,1045.5,3306.1,14332,32.234,33.55,40.16,58.4,33.11,749.74
1993-12-10,617.73,1037.9,3293,14585,31.797,33.46,40.34,58.72,34.11,750.71
1993-12-13,621.18,1040.1,3283.9,14669,31.547,33.63,40.75,58.59,32.86,757.93
1993-12-14,616.07,1027.6,3274.4,14669,31.297,33.12,40.63,58.48,32.86,757.93
1993-12-15,616.53,1022.4,3312.5,14880,31.266,33.49,40.94,58.17,32.62,758.71
1993-12-16,617.53,1030,3347.5,15057,31.297,33.23,41.38,58.12,32.21,755.79
1993-12-17,620.45,1038.2,3364.6,15251,31.578,33.35,41.84,58.02,31.48,758.52
1993-12-20,621.05,1048.1,3400.6,14745,31.391,33.53,41.75,58.67,32.1,762.22
1993-12-21,620.25,1051,3367.6,14610,31.266,33.44,41.25,59.07,32.1,759.3
1993-12-22,622.78,1056.7,3381.6,14728,32.047,33.5,41.22,58.99,32.1,755.2
1993-12-23,622.58,1065.1,3423.6,14728,32.234,33.74,41.69,58.99,32.1,754.81
1993-12-24,622.58,1065.2,3439.7,14416,32.234,33.74,41.69,59.48,32.1,754.81
1993-12-27,626.7,1074,3439.7,14206,32.234,33.68,41.69,59.57,31.32,758.91
1993-12-28,627.03,1067.9,3439.7,14501,32.266,33.7,41.69,59.27,31.27,757.74
1993-12-29,626.7,1064.3,3486.7,14619,32.109,34.01,42.34,59.46,32.01,764.17
1993-12-30,624.17,1072.8,3451.7,14678,31.609,34.06,42.28,59.3,31.41,764.37
1993-12-31,620.45,1074.1,3430.6,14678,31.484,34.06,42.34,59.3,31.41,764.37
1994-01-03,619.12,1079.7,3430.6,14678,30.891,34.12,42.34,59.3,32.27,769.83
1994-01-04,621.18,1076.1,3424.6,14627,31.203,33.7,41.38,58.87,32.52,770.61
1994-01-05,621.91,1067.7,3391.6,15074,31.047,33.61,40.75,58.97,34,764.76
1994-01-06,621.65,1071.4,3428.6,15150,31.484,33.57,40.81,59.45,34.18,760.86
1994-01-07,626.17,1074.3,3469.7,15302,32.641,33.94,41.75,60.07,33.96,755.2
1994-01-10,632.48,1077.6,3467.7,15588,32.859,33.86,41.53,60.07,32.52,752.28
1994-01-11,631.61,1079.3,3431.1,15631,32.922,33.79,40.91,59.83,32.92,758.13
1994-01-12,630.09,1064.3,3388.6,15850,33.328,33.95,41.03,59.52,31.76,754.62
1994-01-13,629.29,1050.2,3372.6,15681,32.578,33.51,40.28,59.47,32.16,761.83
1994-01-14,630.68,1053.7,3420.6,16027,32.172,33.46,40.03,58.37,32.76,760.86
1994-01-17,629.22,1051.8,3419.6,15791,32.047,33.32,40.22,57.97,33.47,764.95
1994-01-18,630.35,1055.4,3462.7,15631,32.484,33.48,41.03,56.72,32.96,767.68
1994-01-19,630.02,1065.4,3505.7,16136,32.484,33.38,42,56.45,33.74,765.93
1994-01-20,631.55,1059.1,3488.7,16204,32.891,33.12,41.91,57.45,33.47,756.57
1994-01-21,629.29,1051.4,3497.7,16381,32.766,32.83,41.63,57.38,33.47,744.47
1994-01-24,628.03,1056.2,3493.7,16381,32.766,32.9,41.78,57.72,33.98,743.89
1994-01-25,626.63,1063,3456.7,15782,32.547,32.56,41.47,56.57,33.98,744.28
1994-01-26,629.69,1065.1,3445.7,16195,32.641,32.95,41.06,55.37,34.66,750.29
1994-01-27,634.54,1065.9,3431.6,16060,32.984,32.74,40.16,56.02,34.54,736.32
1994-01-28,636.07,1076.6,3472.7,15892,33.359,33.18,40.81,55.67,34.37,735.35
1994-01-31,640.05,1091.7,3492.7,16398,33.141,33.28,41.22,55.02,34.03,744.28
1994-02-01,637.66,1089.2,3485.7,16904,32.609,33.21,40.56,55.87,35.66,749.13
1994-02-02,640.85,1093.5,3534.8,17156,32.672,33.13,40.56,55.97,35.93,749.91
1994-02-03,638.06,1084.6,3498.7,17072,32.328,32.55,39.66,55.62,35.6,754.95
1994-02-04,623.11,1082.8,3479.7,17089,31.422,32.14,39.28,55.35,35.02,753.4
1994-02-07,627.23,1060.7,3417.6,16963,31.266,31.82,38.5,55.57,34.16,738.65
1994-02-08,627.03,1074.5,3444.7,17140,30.984,31.71,38.25,56.08,34.07,745.25
1994-02-09,628.89,1071,3434.6,16710,31.297,31.9,37.91,56.43,32.71,748.35
1994-02-10,623.77,1074.2,3404.1,16887,31.203,31.94,37.75,56.3,32.62,744.47
1994-02-11,624.51,1066.1,3375.6,16887,31.453,31.99,37.97,56.3,32.98,740.59
1994-02-14,626.23,1062.7,3358.5,16372,31.266,32.02,37.97,57.07,31.65,748.16
1994-02-15,629.29,1065.7,3394.6,15993,31.391,31.81,37.88,57.42,31.5,747.97
1994-02-16,628.69,1070.6,3418.6,16086,31.391,31.43,38.19,57.07,31.21,747.58
1994-02-17,625.04,1073.8,3429.1,16001,30.703,31.37,38.44,55.94,31.58,745.64
1994-02-18,622.05,1073.1,3372.6,15976,30.234,30.88,37.59,55.72,31.45,740.4
