Date,SPX,Eurostoxx,FTSE,Nikkei,US 10Y,GE 10Y,Gilt,JGB,Oil,Gold
1999-04-15,1478.2,2671.9,5663.8,13645,42.359,61.92,60.99,95.23,49.9,448.14
1999-04-16,1469.1,2674.2,5631.5,13694,41.984,61.95,60.81,94.98,51.23,448.61
1999-04-19,1443.8,2719,5729.2,13555,42.266,62.09,60.9,95.37,52.09,449.71
1999-04-20,1459.3,2646.2,5534.7,13653,42.484,62.17,61.33,95.84,51.65,449.09
1999-04-21,1500.1,2660.9,5526,13400,42.453,62.29,61.18,95.88,52.95,448.46
1999-04-22,1519.3,2684.4,5624.5,13572,41.828,62.12,60.78,96.24,53.72,447.99
1999-04-23,1514.8,2681.5,5647.2,13833,41.859,62.22,60.74,95.73,53.01,447.52
1999-04-26,1522.1,2697.7,5702.1,13857,42.016,61.99,60.31,96.07,52.18,443.9
1999-04-27,1527.6,2738.8,5774.5,13857,42.172,62.32,60.31,96.71,52.62,445.32
1999-04-28,1508.2,2731.5,5785.9,13849,41.984,62.04,59.93,96.13,54.51,446.26
1999-04-29,1495.4,2724.9,5692.5,13849,42.391,62.58,60.43,96.13,54.75,451.29
1999-04-30,1484.6,2749.1,5723.9,13645,41.297,61.91,59.97,96.41,55.13,452.07
1999-05-03,1508.5,2757.2,5723.9,13645,41.266,62.22,59.97,96.41,55.69,451.76
1999-05-04,1490.4,2749.1,5703.9,13645,40.922,61.67,59.02,96.41,55.9,450.66
1999-05-05,1500.4,2712.4,5587,13645,41.078,61.76,58.96,96.41,56.08,453.17
1999-05-06,1489.6,2698.4,5593.1,14110,40.328,61.26,58.55,97.18,54.13,456.63
1999-05-07,1500.7,2691.8,5559.1,13873,40.109,61.38,58.45,97.28,53.83,445.63
1999-05-10,1494.9,2695.5,5553.9,13849,40.297,61.23,58.57,96.93,54.66,437.31
1999-05-11,1507.3,2712.4,5578.3,13637,39.953,61.16,58.64,96.75,53.36,437.93
1999-05-12,1519.3,2694.7,5544.3,13865,40.109,61.22,59.05,97.02,51.91,436.36
1999-05-13,1525.9,2694.7,5649.8,13808,40.828,61.22,59.53,97.67,53.27,436.83
1999-05-14,1487.4,2660.2,5497.6,13727,39.391,60.38,58.2,98.28,53.3,433.85
1999-05-17,1488.2,2613.1,5378.6,13409,39.172,60.43,58.13,98.23,52.86,431.65
1999-05-18,1488.5,2642.5,5420.5,13384,38.953,60.8,57.99,97.92,50.54,430.71
1999-05-19,1497.4,2671.2,5470.2,13164,39.328,60.67,57.85,97.78,50.07,429.46
1999-05-20,1489.9,2704.3,5561.7,13213,39.266,60.84,58.3,98.12,50.6,431.33
1999-05-21,1481.3,2707.2,5550.4,13286,39.609,61.37,58.4,97.67,51.61,428.99
1999-05-24,1456.6,2707.2,5516,13368,39.766,61.37,58.58,97.51,50.57,428.37
1999-05-25,1425.5,2669,5457.5,13245,39.703,61.35,58.61,97.68,50.81,424.93
1999-05-26,1447.7,2665.3,5446.6,13213,39.297,61.28,58.61,97.15,51.43,422.9
1999-05-27,1427.2,2630.8,5412.2,13115,38.672,60.73,58,96.78,50.9,424.93
1999-05-28,1439.1,2643.3,5444,12993,38.672,60.8,57.72,97.03,49.92,424.62
1999-05-31,1442.7,2665.3,5444,13099,38.672,60.72,57.72,97.04,49.92,424.62
1999-06-01,1437.7,2654.3,5460.2,13425,37.703,59.71,56.97,95.91,48.44,420.72
1999-06-02,1438.5,2660.2,5511.6,13343,37.703,59.46,56.81,95.14,49.36,416.97
1999-06-03,1448.3,2660.2,5539.9,13205,37.859,59.46,56.93,95.96,49.63,417.75
1999-06-04,1475.4,2705,5551.3,13278,37.859,59.25,56.77,95.73,51.34,417.13
1999-06-07,1478.5,2735.9,5601,13433,37.891,59.69,57.01,95.43,52.95,417.13
1999-06-08,1466.3,2739.6,5610.6,13482,37.766,59.58,56.68,96.07,52.35,411.82
1999-06-09,1463.2,2748.4,5635.9,13514,37.609,59.29,56.46,95.33,53.33,407.6
1999-06-10,1451,2719.7,5581.8,13897,37.266,58.22,55.6,95.6,52.92,406.04
1999-06-11,1436.6,2762.4,5653.7,13889,36.641,57.95,55.75,93.6,54.64,409.48
1999-06-14,1437.1,2738.2,5610.5,14011,36.953,58.62,55.92,94.58,54.34,409.01
1999-06-15,1447,2751.4,5643.8,14043,37.078,58.85,56.63,95.38,54.99,407.45
1999-06-16,1473.9,2776.3,5677.6,13986,37.266,58.93,56.74,95.33,53.18,405.73
1999-06-17,1487.6,2800.5,5658.1,14247,38.266,59.59,57.13,94.02,54,405.89
1999-06-18,1489,2814.4,5684,14239,37.922,59.41,57.07,94.08,53.33,407.29
1999-06-21,1492.6,2856.9,5745.5,14434,37.547,58.53,56.28,94.27,52.54,406.35
1999-06-22,1480.8,2843.7,5712.6,14475,37.297,58.18,55.55,94.69,52.07,405.73
1999-06-23,1473.1,2803.4,5662,14320,36.891,57.59,55.3,93.79,54.12,408.7
1999-06-24,1462.7,2763.1,5589.7,14385,36.609,56.68,54.16,94.02,53.65,409.63
1999-06-25,1458.6,2768.9,5601.8,14231,36.766,57.15,54.94,93.23,53.95,407.14
1999-06-28,1475,2774.1,5569.8,14385,37.188,57.09,55,93.09,53.48,409.01
1999-06-29,1489,2784.3,5508.7,14524,37.422,57.45,55.18,92.79,54.09,409.01
1999-06-30,1516.4,2787.3,5495.7,14296,38.328,57.58,55.54,91.98,56.59,411.51
1999-07-01,1527.8,2844.4,5656.3,14572,38.016,57,54.93,93.15,56.88,412.76
1999-07-02,1543.1,2867.9,5656.3,14646,38.078,56.65,55.43,94.08,57.76,413.07
1999-07-05,1546.9,2928.7,5742.9,14776,38.078,56.77,55.09,94.71,57.76,413.07
1999-07-06,1540,2922.9,5768.9,14743,37.828,56.17,54.53,93.94,58.02,402.45
1999-07-07,1541.4,2911.1,5731.7,14654,37.641,55.47,54.29,94.29,57.99,402.76
1999-07-08,1542,2899.4,5707.4,14589,38.094,55.8,53.89,94.23,57.82,402.3
1999-07-09,1551.8,2913.3,5707.4,14540,38.031,55.69,54.16,94.13,58.49,402.92
1999-07-12,1546.3,2913.3,5683.2,14849,38.734,56.55,54.65,94.71,58.4,400.42
1999-07-13,1540.6,2869.4,5590.5,14792,38.891,56.5,55.01,95.48,59.11,400.73
1999-07-14,1546.6,2876,5635.6,14923,38.719,56.64,54.98,94.81,58.43,398.08
1999-07-15,1557.9,2900.9,5723,15012,38.766,55.63,54.3,94.57,59.19,397.77
1999-07-16,1566.7,2896.5,5706.6,14866,39.078,56.08,54.48,93.63,60.12,397.3
1999-07-19,1556.2,2895,5629.5,15069,39.141,56.29,54.43,93.32,59.91,396.36
1999-07-20,1522.8,2831.3,5543.8,15069,39.25,56.86,54.24,93.32,57.3,396.68
1999-07-21,1520.6,2782.2,5487.5,14849,39.188,57.26,54.67,93.73,57.01,399.92
1999-07-22,1501.1,2766,5461.5,14385,38.422,56.83,54.86,94.53,57.85,400.7
1999-07-23,1495.6,2726.4,5381,14222,38.016,56.6,54.27,95.03,59.86,398.53
1999-07-26,1486.8,2697.1,5355.9,14214,37.906,56.81,54.17,94.73,59.54,397.29
1999-07-27,1496.7,2700.8,5439,14222,38.141,56.66,54.26,95.63,59.13,396.83
1999-07-28,1501.1,2701.5,5466.7,14385,38.125,56.71,54.1,94.93,59.59,397.14
1999-07-29,1481.3,2616.5,5290.5,14621,37.672,56.05,53.29,93.23,60.84,401.62
1999-07-30,1461.6,2664.2,5403.5,14402,37.453,55.55,53.22,93.7,59.57,400.23
1999-08-02,1466.5,2675.1,5463.3,14540,37.406,55.04,53.59,92.93,59.33,398.69
1999-08-03,1458.3,2648.8,5419.1,14597,37.25,54.97,53.18,92.47,58.9,399.77
1999-08-04,1436.6,2638.5,5401.8,14345,37.297,55.06,53.27,92.43,59.3,399.92
1999-08-05,1450,2568.1,5279.3,14043,37.672,54.46,52.87,93.27,59.65,399
1999-08-06,1433.3,2587.9,5299.6,13929,36.703,53.88,51.7,93.43,60.58,399.92
1999-08-09,1430.6,2638.5,5313,13994,36.094,54.29,52.22,92.81,61.71,401.01
1999-08-10,1416.3,2588.7,5181.9,13962,35.984,54.26,52.4,92.23,61.8,401.78
1999-08-11,1431.1,2594.5,5229.5,13994,36.25,54.57,52.61,93.19,62.44,404.41
1999-08-12,1431.9,2673.7,5339,14206,36.266,55.21,53.08,93.11,62.32,406.73
1999-08-13,1462.9,2738.9,5420,14198,36.984,55.32,53.19,93.06,62.87,407.04
1999-08-16,1470.1,2730.8,5420.8,14532,37.047,55.08,53.29,92.42,61.97,406.26
1999-08-17,1478.3,2752.8,5345.5,14507,37.656,55.36,53.38,92.2,63.1,408.27
1999-08-18,1464.6,2742.6,5385.3,14597,37.688,55.66,54.11,92.43,62.58,405.49
1999-08-19,1456.3,2697.1,5315.2,14629,37.516,55.71,54.73,93.43,63.27,403.94
1999-08-20,1471.4,2722.1,5369.8,14817,37.625,56.11,54.61,93.52,63.01,401.47
1999-08-23,1500,2760.9,5491.8,14898,37.578,56,54.96,93.13,62.89,396.21
1999-08-24,1504.1,2781.4,5490.1,14735,38.031,55.97,54.88,92.84,61.83,393.89
1999-08-25,1517.8,2837.1,5528.2,14507,38.719,56.84,55.59,92.49,59.27,393.12
1999-08-26,1501.1,2826.1,5545.5,14385,38.531,56.31,55.44,92.86,60.33,393.74
1999-08-27,1483.2,2832,5526.5,14393,37.938,56.04,55,92.94,61.25,395.13
1999-08-30,1455.3,2814.4,5526.5,14589,37.25,55.37,55,92.58,63.38,395.59
1999-08-31,1448.4,2761.6,5397.9,14304,37.141,55.04,54.95,93.32,63.67,397.91
1999-09-01,1464,2784.3,5446.8,14467,37.156,55.17,54.31,93.26,63.33,395.28
1999-09-02,1448.9,2724.2,5362.4,14385,36.938,54.31,53.2,93.36,61.89,396.99
1999-09-03,1495.3,2799,5498.8,14328,37.703,54.95,53.77,92.36,63.36,395.13
1999-09-06,1496.7,2825.4,5533,14483,37.703,55.09,53.75,92.86,63.36,395.13
1999-09-07,1484.3,2804.1,5462.4,14393,37.375,54.09,52.86,94.16,65.11,397.91
1999-09-08,1477.2,2804.9,5413,14320,37.547,54.69,52.18,93.06,65.26,398.53
1999-09-09,1476.1,2830.5,5419.1,14459,37.266,54,52.14,92.96,66.81,399.92
1999-09-10,1484.3,2855.4,5359.4,14418,37.813,54.23,51.67,93.85,67.82,398.84
1999-09-13,1475.9,2829.2,5347.8,14548,37.688,53.83,51.4,94.05,69.72,398.69
1999-09-14,1465.7,2803,5292.5,14336,37.359,53.44,51.32,94.85,68.71,399.3
1999-09-15,1443.2,2770.3,5253.1,14336,37.609,53.26,51.1,94.85,69.49,397.91
1999-09-16,1444.8,2768.1,5193.9,13961,37.828,53.92,51.64,94.85,70.1,398.07
1999-09-17,1464.3,2764.4,5218.4,14051,38.078,54.18,52.3,94.85,70.36,395.75
1999-09-20,1461.3,2768.1,5226.1,14320,37.781,53.97,51.92,96.1,69.4,395.59
1999-09-21,1432.3,2729.5,5141.2,14459,37.641,53.82,51.62,96.1,69.66,404.87
1999-09-22,1432.1,2726.6,5102.6,14035,37.734,53.95,51.32,96.1,70.19,410.59
1999-09-23,1398.7,2737.5,5166.9,14035,38.297,54.42,51.42,96.1,72.37,413.38
1999-09-24,1396.8,2696,5121.9,13627,38.906,54.85,51.92,96.1,72.05,417.24
1999-09-27,1404.4,2730.2,5254.4,13684,38.422,54.09,51.32,96.1,71.61,438.9
1999-09-28,1402.3,2695.3,5182.4,14108,38,54.17,51.18,95.3,70.8,479.41
1999-09-29,1386.8,2682.2,5199.5,14059,37.422,53.66,50.99,95.6,71.85,467.04
1999-09-30,1406.6,2676.3,5214.9,14353,37.906,54.15,51.57,95.4,71.32,463.18
1999-10-01,1402,2659.6,5149.8,14410,37.219,53.2,50.61,95.7,71.41,472.14
1999-10-04,1428.8,2721.5,5239.4,14483,37.578,53.36,50.89,96.3,69.14,491.79
1999-10-05,1425.6,2732.4,5258.6,14516,36.922,53.64,50.99,96.09,68.24,504.16
1999-10-06,1446.1,2741.9,5269.4,14605,36.859,53.46,51.06,95.5,67.71,504.16
1999-10-07,1439.9,2772.4,5358.1,14744,36.828,53.29,51.26,94.5,65.33,501.53
1999-10-08,1459.2,2770.3,5356.4,14785,36.906,53.01,51.08,94.5,60.82,497.51
1999-10-11,1459.4,2772.4,5378.7,14785,36.906,53.07,51.09,94.5,61.89,495.34
1999-10-12,1436.7,2739.7,5326.4,14777,36.688,52.54,50.46,93.64,64.89,492.09
1999-10-13,1397.1,2717.1,5271.5,14524,36.297,52.35,50.59,93.94,67.1,497.66
1999-10-14,1397.7,2704,5201.2,14581,36.016,51.7,49.5,93.84,65.33,485.91
1999-10-15,1361.4,2652.3,5086.4,14345,36.594,51.99,50,93.44,66.55,489.31
1999-10-18,1371.4,2637.8,5057.2,14124,36.391,52.08,50.2,93.54,66.23,482.04
1999-10-19,1380.9,2711.3,5177.2,14067,36.141,51.86,50.44,93.81,65.15,478.64
1999-10-20,1400.4,2708.4,5190.5,14279,36.047,51.61,50.21,93.81,65.56,475.24
1999-10-21,1404.2,2697.4,5124.1,14157,35.984,51.97,50.68,93.81,65.94,472.45
1999-10-22,1416.3,2765.2,5228.6,14206,35.906,51.98,50.57,93.81,68.39,469.05
1999-10-25,1409.6,2743.3,5172.1,14410,35.844,51.56,49.91,92.36,68.1,464.72
1999-10-26,1392.8,2775.3,5246.6,14434,35.781,51.73,50.37,92.36,67.63,449.1
1999-10-27,1414.5,2763,5199.5,14149,36.203,52.61,51.34,92.36,66.85,454.98
1999-10-28,1463.2,2843.1,5303.2,14222,36.719,53.29,52.31,92.36,63.23,464.57
1999-10-29,1491.1,2865.6,5392.4,14646,37.5,54.21,53.07,92.36,63.43,464.41
1999-11-01,1476.2,2870,5418.9,14630,37.234,54.17,53.39,95.18,65.65,450.8
1999-11-02,1465.4,2868.5,5388.9,14679,37.438,54.61,54.04,95.18,65.3,452.19
1999-11-03,1474,2883.1,5412.9,14679,37.563,54.27,54.05,95.18,65.8,453.59
1999-11-04,1482.7,2919.5,5457.5,14964,37.938,54.87,55.2,94.6,67.49,454.21
1999-11-05,1499.5,2936.3,5480.7,14948,38.25,55.42,55.39,94.6,67.08,450.03
1999-11-08,1498.7,2938.4,5485.8,14817,38.125,55.66,55.3,94.6,67.87,450.18
1999-11-09,1486.5,2950.1,5538.9,14882,38.047,55.24,54.99,94.6,70.08,453.28
1999-11-10,1495.2,2963.2,5555.2,15151,37.875,55.15,54.85,94.6,71.37,462.56
1999-11-11,1503.8,3010.5,5640.1,14915,37.875,55.28,54.89,94.6,70.96,456.06
1999-11-12,1519.8,3012.7,5598.1,14915,38.313,56.25,55.8,94.6,72.65,451.73
1999-11-15,1520.1,3051.3,5629.8,14891,38.266,55.9,55.66,94.6,73.29,452.35
1999-11-16,1550.4,3069.5,5671.8,14801,38.078,56.52,56.16,94.6,74.43,456.68
1999-11-17,1536.3,3092.1,5629.8,14899,37.609,55.52,55.59,94.6,76.07,457.3
1999-11-18,1547.7,3123.4,5632.4,15168,37.516,54.93,55.04,94.6,74.11,456.37
1999-11-19,1547.2,3134.3,5576.7,15200,37.469,54.98,54.76,94.6,76.48,457.3
1999-11-22,1546.4,3068.8,5531.2,15331,37.313,54.77,54.32,94.6,79.2,457.14
1999-11-23,1529.8,3085.5,5621.2,15331,37.359,54.67,54.26,94.6,77.36,462.53
1999-11-24,1540.1,3085.5,5647.4,15339,37.422,54.25,53.56,94.6,78.62,464.06
1999-11-25,1546.4,3170.7,5742.9,15282,37.422,54.21,53.18,94.6,78.62,464.06
1999-11-26,1532.6,3195.4,5740.4,15437,37.25,53.74,53.14,94.6,78.62,464.06
1999-11-29,1528.2,3175.8,5742.1,15339,36.703,53.7,53.33,94.6,75.95,451.3
1999-11-30,1507.6,3161.2,5678.7,15119,36.953,54.51,53.76,93.63,71.94,450.53
1999-12-01,1519.6,3164.1,5703.5,15160,36.766,54.59,53.66,94.8,73.14,448.84
1999-12-02,1530.1,3169.2,5708.7,15078,36.578,53.96,52.93,94.8,75.54,441.46
1999-12-03,1557.7,3237.7,5773.8,15078,37.047,54.49,52.28,94.63,75.51,433.77
1999-12-06,1544.5,3279.9,5751.5,15152,37.203,55.14,52.83,94.92,78,427.78
1999-12-07,1533.9,3276.3,5712.9,15209,37.516,55.32,53.55,94.68,76.71,438.85
1999-12-08,1522.8,3280.6,5671.4,15021,37.375,55.03,53.32,95.13,77.65,436.85
1999-12-09,1528.2,3298.1,5723.2,14890,37.547,55.43,53.89,95.43,76.51,431
1999-12-10,1535,3244.9,5776.4,14907,38,55.97,54.73,95.03,73.82,432.08
1999-12-13,1535.5,3268,5748.7,14792,37.859,55.5,54.46,95.43,74.26,433.77
1999-12-14,1523.5,3288.3,5748.3,14809,37.063,54.89,54,94.83,75.28,433.62
1999-12-15,1527.2,3266.6,5691.8,14743,36.797,55.31,54.26,95.06,76.89,437.62
1999-12-16,1536.3,3289.7,5724.5,14776,36.328,53.87,52.78,94.55,78.64,436.39
1999-12-17,1543.8,3325.8,5779.3,14809,36.297,53.45,52.79,94.64,78.94,439
1999-12-20,1533.9,3348.9,5781.9,14792,35.906,53.32,52.69,95.23,78.41,439.77
1999-12-21,1554.8,3311.3,5764,14833,35.75,53.84,52.59,95.35,78.17,444.23
1999-12-22,1558,3386.4,5768.3,15070,35.703,53.58,51.84,95.46,75.91,443.92
1999-12-23,1582.6,3458.6,5810.8,15070,35.578,53.69,51.93,95.46,77.01,443.61
1999-12-24,1582.6,3458.6,5833.7,15233,35.578,53.69,51.89,95.12,77.01,443.61
1999-12-27,1579.6,3481.7,5833.7,15184,35.672,53.76,51.89,95.35,78.38,445.61
1999-12-28,1580.7,3470.1,5833.7,15331,35.469,53.32,51.89,95.99,79.83,448.23
1999-12-29,1584.4,3501.9,5853.3,15307,35.625,53.25,51.83,95.94,78.79,449.61
1999-12-30,1582.8,3578.4,5929.8,15372,35.734,52.83,51.3,95.94,76.2,445.3
1999-12-31,1586.6,3578.4,5929.8,15372,35.328,52.83,51.3,95.94,76.2,445.3
2000-01-03,1567.9,3509.1,5929.8,15372,34.547,52.01,51.3,95.94,76.2,445.3
2000-01-04,1509.1,3372,5700.7,15503,35.031,51.85,49.79,95.18,76.05,436.23
2000-01-05,1510.9,3292.6,5583.4,15005,34.344,51.58,49.09,95.58,74.15,433.77
2000-01-06,1500.8,3273.1,5514.2,14613,34.672,51.44,48.97,95.77,73.76,434.23
2000-01-07,1560.4,3380.6,5551.6,14833,35.047,52.28,49.46,95.33,72.09,435
2000-01-10,1576.7,3426.1,5645.9,14833,34.813,52.34,50.09,95.33,73.43,434.69
2000-01-11,1554.5,3398,5560.9,15372,34.031,51.45,49.39,95.43,76.71,437.31
2000-01-12,1541.4,3366.2,5582.2,15201,33.859,51.49,49.05,95.13,78.23,436.23
2000-01-13,1559.6,3400.1,5572,15445,34.484,51.61,49.83,95.21,79.45,438.39
2000-01-14,1579.9,3534.4,5685.9,15388,34.078,51.35,49.46,95.5,83.41,438.08
2000-01-17,1579.9,3556,5698.6,15756,34.078,51.36,49.01,95.53,83.41,438.08
2000-01-18,1570.8,3450.6,5534.1,15633,33.594,50.75,48.25,95.91,85.43,445.3
2000-01-19,1574,3442,5493.8,15454,33.813,51.11,48.79,95.95,85.68,446.38
2000-01-20,1556.6,3458.6,5407.9,15560,33.531,51.48,48.46,95.68,85.96,444.84
2000-01-21,1554.5,3399.4,5407.1,15315,33.453,51.23,48.79,95.98,86.66,445.46
2000-01-24,1509.1,3392.2,5439.4,15552,34.031,51.43,48.93,96.83,85.53,442.87
2000-01-25,1516.3,3385,5336.5,15454,33.953,51.77,49.58,97.06,86.91,440.43
2000-01-26,1513.1,3416,5447.9,15592,34.078,51.64,49.61,97.02,85.56,440.58
2000-01-27,1506.9,3487.4,5476.8,15658,34.047,51.11,48.73,97.07,83.96,441.8
2000-01-28,1460.7,3437.7,5428.8,15821,34.359,51.57,48.52,97.45,83.65,435.86
2000-01-31,1497.6,3382.8,5341.6,15919,34.25,51.72,49.41,96.66,84.94,436.16
2000-02-01,1514.4,3486,5363.7,15878,34.563,52.36,50.64,96.34,86.73,434.94
2000-02-02,1513.1,3553.8,5348.4,16050,34.688,52.34,50.54,95.35,84.67,438.45
2000-02-03,1535.5,3647,5385.8,16188,35.328,52.93,50.98,95.3,86.14,441.8
2000-02-04,1530.2,3695.3,5245.6,16196,34.938,52.07,50.26,95.68,88.57,477
2000-02-07,1525.6,3650.6,5199.3,16286,34.25,51.8,50.14,95.28,87.43,464.05
2000-02-08,1545.9,3747.3,5358.6,16221,34.578,52.25,50.49,94.53,86.11,459.78
2000-02-09,1516,3732.1,5384.6,16319,34.063,52.1,50.2,94.88,88.42,470.3
2000-02-10,1517.1,3736.4,5341.2,16156,33.672,51.53,49.88,95.05,90.44,485.69
2000-02-11,1493,3800,5280.5,16156,33.875,51.49,50.23,95.05,90.47,477.92
2000-02-14,1495.2,3717.7,5134.3,16074,34.469,51.99,50.8,95.36,92.96,473.96
2000-02-15,1507.2,3640.5,5099,15837,34.266,51.72,50.69,95.64,92.38,463.44
2000-02-16,1488.8,3683.8,5239.2,16082,34.25,51.55,49.84,95.72,92.35,464.81
2000-02-17,1481,3701.8,5285.6,16147,34.031,51.59,50.18,95.18,89.89,462.98
2000-02-18,1446.5,3695.3,5224.4,16196,34.547,51.88,50.58,95.75,89.58,468.32
2000-02-21,1446.5,3648.4,5153,15984,34.547,52.16,51.26,95.92,89.58,468.32
2000-02-22,1442,3658.5,5111.3,15878,35.578,52.88,52.07,95.37,91.06,468.93
2000-02-23,1459.4,3684.5,5230.7,15935,35.031,52.65,51.86,95.47,92.54,460.85
2000-02-24,1448.7,3677.3,5163.2,16033,35.672,53.1,52.67,94.99,94.36,458.56
2000-02-25,1430.2,3782.6,5283,16172,35.672,52.38,52.78,95.08,95.56,448.96
2000-02-28,1440.7,3698.9,5170.8,16139,35.156,52.37,52.56,95.64,94.87,448.35
2000-02-29,1466.6,3760.3,5311.9,16286,35.266,52.41,51.82,95.25,95.81,448.35
2000-03-01,1480.5,3789.1,5395.2,16368,35.438,52.49,52.06,95.48,100.03,446.98
2000-03-02,1480.5,3915.4,5469.6,16376,35.344,52.38,51.81,95.59,99.78,441.5
2000-03-03,1508,3944.3,5498.9,16278,35.547,52.64,52.47,95.57,99.21,442.41
2000-03-06,1491.2,3952.3,5581.3,16172,35.313,52.77,52.96,95.85,101.32,441.04
2000-03-07,1444.9,3915.4,5484.4,16278,35.469,52.8,53.22,95.81,107.46,447.59
2000-03-08,1460.4,3870.7,5434.3,16147,35.469,52.78,53.06,96.22,98.43,442.56
2000-03-09,1501.1,3870,5552.4,16073,35.719,53.8,53.47,95.87,99.78,446.07
2000-03-10,1496,3914.7,5593.6,16245,35.453,53.48,53.07,95.48,100,441.95
2000-03-13,1478.8,3771.9,5492.8,15672,35.641,53.7,53.18,95.59,100.82,444.24
2000-03-14,1456.1,3773.3,5512.5,15549,36.125,53.69,52.94,95.58,99.78,441.5
2000-03-15,1491.2,3663.7,5479.3,15533,36.297,53.94,53.16,95.49,96.73,441.34
2000-03-16,1559.6,3736.5,5579.8,15730,36.531,54.27,54.16,95.18,97.56,437.38
2000-03-17,1571.2,3766.1,5559.6,15918,36.859,54.67,54.58,95.3,96.89,434.33
2000-03-20,1559.6,3831,5610.9,15918,36.844,54.6,54.28,95.3,91.79,436.62
2000-03-21,1590.7,3815.9,5615.9,15983,37.047,54.65,54.12,95.08,92.66,442.56
2000-03-22,1601.2,3800.7,5604.2,16106,37.109,54.59,53.34,95.33,91.49,439.39
2000-03-23,1629.2,3802.2,5600.4,16082,37.234,55.1,53.83,95.34,90.99,435.02
2000-03-24,1641.3,3885.9,5733.6,16245,36.578,54.64,53.62,95.1,93.36,434.56
2000-03-27,1623.4,3888,5667.2,16499,36.672,54.1,52.51,94.8,92.59,427.47
2000-03-28,1614.7,3911.1,5653.8,16769,36.781,54.47,52.87,94.95,90.26,425.96
2000-03-29,1614.9,3907.5,5594.9,16925,36.953,54.13,52.85,95.11,88.13,420.68
2000-03-30,1587.2,3772.6,5457.4,16728,37.688,54.68,53.49,95.78,88.96,421.28
2000-03-31,1598.8,3774.8,5549.1,16704,37.953,54.9,53.64,95.98,89.63,424.75
2000-04-03,1612.6,3701.2,5478.9,16958,38.141,55.12,53.98,95.78,88.06,423.24
2000-04-04,1603.3,3737.2,5458.7,16876,38.891,55.79,53.68,96.1,84.8,432.6
2000-04-05,1588.6,3636.9,5351.1,16786,38.641,55.43,54.39,96.18,86.06,428.37
2000-04-06,1600.2,3745.9,5476.8,16573,38.422,55.06,53.73,96.48,85.6,426.71
2000-04-07,1613.4,3797.8,5548.7,16737,38.75,55.28,54.26,96.67,83.43,426.41
2000-04-10,1605.5,3819.5,5544.5,16900,39.078,55.35,53.95,96.37,79.47,428.68
2000-04-11,1602.8,3717.8,5399,16843,38.422,55.07,54.2,96.28,80.43,428.22
2000-04-12,1558.2,3727.1,5399.9,17007,37.766,55.09,54,96,84.66,427.92
2000-04-13,1536.3,3740.8,5404.1,16810,38.156,55.19,53.6,95.67,84.56,427.47
2000-04-14,1443,3600.9,5223.3,16786,38.406,54.92,53.43,95.88,85.2,429.58
2000-04-17,1490.7,3607.4,5072.4,15558,37.719,55.06,53.21,96.71,86.04,428.98
2000-04-18,1532.9,3668,5148.5,15336,37.641,54.8,53.33,96.68,86.95,427.17
2000-04-19,1519.7,3650.7,5230.9,15656,38.172,54.65,53.23,96.9,90.34,426.41
2000-04-20,1527.1,3696.8,5278.8,15689,38.109,54.41,53.11,96.7,90.63,424.9
2000-04-21,1527.1,3696.8,5278.8,15369,38.109,54.41,53.11,96.69,90.63,424.9
2000-04-24,1516.3,3696.8,5278.8,15132,38.109,54.41,53.11,96.78,91.19,424.45
2000-04-25,1571.4,3732.2,5304.9,14878,37.406,54.15,52.74,96.84,88.7,422.34
2000-04-26,1556.9,3775.5,5279.6,14804,37.422,54.65,53.09,96.96,86.32,418.26
2000-04-27,1548.2,3720.7,5219.1,14812,36.703,54.35,53.38,97.07,89.01,420.22
2000-04-28,1540.6,3829.6,5367.5,14821,36.828,54.52,53.83,96.88,90.13,414.64
2000-05-01,1558.5,3829.6,5367.5,15091,36.594,54.52,53.83,97.16,90.59,414.79
2000-05-02,1530.5,3930.6,5404.9,15124,36.313,54.18,53.6,97.13,94.16,418.11
2000-05-03,1501,3813,5224.2,15124,35.828,53.63,53.54,97.13,93.67,421.28
2000-05-04,1501.8,3826.7,5231.7,15124,35.438,53.16,52.64,97.13,94.48,424.45
2000-05-05,1518.4,3856.3,5271.2,15124,35.141,53.25,52.29,97.13,95.56,422.79
2000-05-08,1508.9,3800.7,5244.3,14870,34.859,53.47,52.67,97.08,98.36,419.02
2000-05-09,1498.1,3717.8,5167.4,14575,35.109,53.79,53.07,97.45,100.32,419.92
2000-05-10,1464.3,3653.6,5163.6,14526,35.609,53.84,53.1,97.42,98.4,420.68
2000-05-11,1493.1,3746.6,5269.1,13764,35.766,53.28,52.18,97.69,101.94,417.36
2000-05-12,1509.7,3789.9,5308.2,14149,35.141,53.36,52.22,97.35,103.72,417.96
2000-05-15,1538.2,3744.4,5264.5,14149,35.422,53.49,52.7,97.38,104.77,417.2
2000-05-16,1553,3852.7,5338.9,14378,35.656,53.74,53.02,97.15,104.11,416.9
2000-05-17,1537.1,3773.3,5221.2,14215,35.313,53.12,52.09,97.03,103.37,413.28
2000-05-18,1521.6,3780.5,5262.8,13920,34.797,52.9,51.57,97.58,106.11,413.13
2000-05-19,1493.1,3638.4,5094.7,13756,35.172,53.05,51.4,97.52,104.81,414.49
2000-05-22,1481.2,3574.9,5099.7,13347,35.766,53.59,52.08,97.87,100.88,416.88
